------------------------------------------------------------------------------------
导出信息：
姓名：牛百英
支付宝账户：13636476127
起始时间：[2024-01-01 00:00:00]    终止时间：[2024-12-31 23:59:59]
导出交易类型：[全部]
导出时间：[2025-02-20 22:50:51]
共2001笔记录
收入：6笔 60.77元
支出：1358笔 216856.45元
不计收支：637笔 188226.36元

特别提示：
1.本回单内容可表明支付宝受理了相应支付交易申请，因系统原因或通讯故障等偶发因素导致本回单与实际交易结果不符时，以实际交易情况为准；
2.请勿将本回单作为收款方发货的凭据使用，请查证账户实际到账情况后再进行发货操作；
3.支付宝快捷支付等非余额支付方式可能既产生支付宝交易也同步产生银行交易，因此请勿使用本回单进行重复记账；
4.本回单如经任何涂改、编造，均立即失去效力；
5.部分账单如：充值提现、账户转存或者个人设置收支等不计入为收入或者支出，记为不计收支类；
6.因统计逻辑不同，明细金额直接累加后，可能会和下方统计金额不一致，请以实际交易金额为准；
7.禁止将本回单用于非法用途；
8.本明细仅展示当前账单中的交易，不包括已删除的记录；
9.本明细仅供个人对账使用。

------------------------支付宝（中国）网络技术有限公司  电子客户回单------------------------
交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注,
2024-12-31 09:57:06,餐饮美食,饿了么,e50***@alibaba-inc.com,NOWWA挪瓦咖啡长沙万博汇店外卖订单,支出,13.40,招商银行信用卡(7151),交易成功,2024123122001155781412682172	,13090600724123178137480909426	,,
2024-12-31 09:57:06,其他,饿了么,pin***@service.alibaba.com,超级吃货卡,支出,2.90,招商银行信用卡(7151),交易成功,2024123122001155781414066065	,13090600724123178137481909426	,,
2024-12-31 02:49:37,投资理财,国泰基金管理有限公司,/,余额宝-2024.12.30-收益发放,不计收支,0.42,余额宝,交易成功,20241231381226253781	,	,,
2024-12-30 17:59:53,餐饮美食,烧烤小吃,186******82,收钱码收款,支出,6.00,中国银行储蓄卡(2518),交易成功,2024123022001455781412270985	,17355527934602255855783	,,
2024-12-30 04:29:39,投资理财,国泰基金管理有限公司,/,余额宝-2024.12.29-收益发放,不计收支,0.39,余额宝,交易成功,20241230376536186781	,	,,
2024-12-29 03:15:23,投资理财,国泰基金管理有限公司,/,余额宝-2024.12.28-收益发放,不计收支,0.39,余额宝,交易成功,20241229370351020781	,	,,
2024-12-28 11:30:27,日用百货,优倍**店,843***@qq.com,金刚砂洗锅刷纳米海绵魔力魔术擦去污厨房清洁刷锅底除垢黑垢神器,支出,36.80,招商银行信用卡(7151),支付成功,20241228300000014755781225333025	,T200P2410769172050509565	,,
2024-12-28 03:08:25,投资理财,国泰基金管理有限公司,/,余额宝-2024.12.27-收益发放,不计收支,0.40,余额宝,交易成功,20241228364987172781	,	,,
2024-12-27 19:34:53,家居家装,英伦**店,qid***@163.com,【活动价】食品级tpu透明桌布防水防油免洗餐桌茶几垫学生软玻璃桌面保护垫,支出,273.54,招商银行信用卡(7151),交易成功,2024122722001155781403679565	,T200P2421333627257509565	,,
2024-12-27 18:32:04,家居家装,未来**店,jia***@163.com,【活动价】卧室窗帘全遮光2024新款客厅雪尼尔帘遮阳免打孔安装高级布挂钩式,支出,1200.00,招商银行信用卡(7151),交易成功,2024122722001155781400713437	,T200P2421279843464509565	,,
