------------------------------------------------------------------------------------
导出信息：
姓名：文素能
支付宝账户：79071077@qq.com
起始时间：[2022-01-01 00:00:00]    终止时间：[2022-12-31 23:59:59]
导出交易类型：[全部]
导出时间：[2025-03-13 16:32:26]
共1908笔记录
收入：1笔 0.07元
支出：983笔 21280.79元
不计收支：924笔 30410.66元

特别提示：
1.本回单内容可表明支付宝受理了相应支付交易申请，因系统原因或通讯故障等偶发因素导致本回单与实际交易结果不符时，以实际交易情况为准；
2.请勿将本回单作为收款方发货的凭据使用，请查证账户实际到账情况后再进行发货操作；
3.支付宝快捷支付等非余额支付方式可能既产生支付宝交易也同步产生银行交易，因此请勿使用本回单进行重复记账；
4.本回单如经任何涂改、编造，均立即失去效力；
5.部分账单如：充值提现、账户转存或者个人设置收支等不计入为收入或者支出，记为不计收支类；
6.因统计逻辑不同，明细金额直接累加后，可能会和下方统计金额不一致，请以实际交易金额为准；
7.禁止将本回单用于非法用途；
8.本明细仅展示当前账单中的交易，不包括已删除的记录；
9.本明细仅供个人对账使用。

------------------------支付宝（中国）网络技术有限公司  电子客户回单------------------------
交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注,
2022-12-29 17:57:27,餐饮美食,大米先生(麓谷大道店),csd***@csc100.com,【买单】_麓谷大道店_124927_01120105_买单_无,支出,11.90,中国建设银行信用卡(5859),交易成功,2022122922001484131459100837	,T221229175726167230784632775946	,,
2022-12-29 16:26:09,爱车养车,法雷**店,val***@163.com,法雷奥SWF雨刮器别克凯越新英朗君威朗君越昂科威GL8昂科拉雨刷 等多件,支出,158.00,中国建设银行信用卡(5859),交易成功,2022122922001184131400921190	,T200P3123852583524969736	,,
2022-12-29 09:59:11,日用百货,x***8,178******92,tushare 2000/5000积分,支出,20.00,中国建设银行储蓄卡(7770),交易成功,2022122922001184131459551136	,T200P3122466697134969736	,,
2022-12-27 18:03:42,餐饮美食,广东烧腊,/,广东烧腊,支出,1.00,中国建设银行信用卡(5859),交易成功,2022122722001484131452756974	,2612660000489000009000830399522361	,,
2022-12-26 09:01:08,餐饮美食,王姐粉面店,147******11,收钱码收款,不计收支,19.00,亲情卡,交易成功,2022122622001484131447435590	,16720164686402594284130	,,
2022-12-26 08:43:51,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,12.00,亲情卡,交易成功,2022122622001484131445514286	,342017092208872157190104022849000072212260213119	,,
2022-12-26 08:43:28,餐饮美食,*萍,139******55,收钱码收款,不计收支,3.40,亲情卡,交易成功,2022122622001484131447007715	,46720154084402594284130	,,
2022-12-26 08:41:22,餐饮美食,周彩丽青菜档,177******48,收钱码收款,不计收支,4.00,亲情卡,交易成功,2022122622001484131447326996	,16720152820402594284130	,,
2022-12-26 08:40:34,餐饮美食,成枚蔬菜,137******69,收钱码收款,不计收支,3.00,亲情卡,交易成功,2022122622001484131447453665	,16720152341402594284130	,,
2022-12-26 08:38:21,餐饮美食,蒙蒙蔬菜档,350***@qq.com,收钱码收款,不计收支,12.50,亲情卡,交易成功,2022122622001484131447578335	,16720151011402594284130	,,
2022-12-26 08:33:31,餐饮美食,黄利华,155******68,收钱码收款,不计收支,21.00,亲情卡,交易成功,2022122622001484131447473201	,16720148117402594284130	,,
2022-12-26 08:31:35,餐饮美食,胡鑫,151******32,收钱码收款,不计收支,0.90,亲情卡,交易成功,2022122622001484131446932312	,16720146950402594284130	,,
2022-12-26 08:31:05,餐饮美食,胡鑫,151******32,收钱码收款,不计收支,13.50,亲情卡,交易成功,2022122622001484131447140750	,16720146650402594284130	,,
2022-12-26 08:25:11,餐饮美食,欧阳春香,166***@qq.com,收钱码收款,不计收支,14.50,亲情卡,交易成功,2022122622001484131447562717	,16720143109402594284130	,,
2022-12-23 18:29:54,餐饮美食,够实**市,mcx***@service.aliyun.com,汇源100%橙汁饮品1000ml*6盒浓缩果汁饮料整箱礼盒汇源果汁,支出,79.00,中国建设银行信用卡(5859),交易成功,2022122322001184131435015895	,T200P3113079158760969736	,,
2022-12-22 19:09:48,餐饮美食,饿了么,e50***@alibaba-inc.com,麦当劳麦乐送(长沙河西王府井店)外卖订单,支出,41.00,中国建设银行信用卡(5859),交易成功,2022122222001184131432818976	,11190600722122253782956126254	,,
2022-12-22 10:08:02,餐饮美食,王姐粉面店,147******11,收钱码收款,不计收支,8.00,亲情卡,交易成功,2022122222001484131429629055	,16716748828402594284130	,,
2022-12-22 10:04:07,餐饮美食,田仔生蚝海鲜批发,186******88,收钱码收款,不计收支,67.00,亲情卡,交易成功,2022122222001484131429652782	,16716746472402594284130	,,
2022-12-22 10:00:49,餐饮美食,纯香手工豆腐坊,186******42,收钱码收款,不计收支,8.50,亲情卡,交易成功,2022122222001484131427267074	,16716744494402594284130	,,
2022-12-22 09:58:18,餐饮美食,锦尚生鲜市场蔬菜摊,136******08,收钱码收款,不计收支,5.00,亲情卡,交易成功,2022122222001484131427597485	,16716742986402594284130	,,
2022-12-22 09:55:25,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,12.00,亲情卡,交易成功,2022122222001484131430550878	,602017092208872157190104022849000042212220199922	,,
2022-12-22 09:53:56,餐饮美食,浅笑依然-影子,199******63,收钱码收款,不计收支,3.10,亲情卡,交易成功,2022122222001484131427321482	,16716740359402594284130	,,
2022-12-22 09:52:44,餐饮美食,宁乡菜,132******98,收钱码收款,不计收支,9.50,亲情卡,交易成功,2022122222001484131427292584	,16716739649402594284130	,,
2022-12-22 09:50:30,日用百货,琪菌类批发,131******11,收钱码收款,不计收支,18.00,亲情卡,交易成功,2022122222001484131427208563	,16716738304402594284130	,,
2022-12-22 09:46:08,餐饮美食,水产批发,153******31,收钱码收款,不计收支,15.00,亲情卡,交易成功,2022122222001484131427382313	,16716735688402594284130	,,
2022-12-22 09:41:06,餐饮美食,欧阳春香,166***@qq.com,收钱码收款,不计收支,6.00,亲情卡,交易成功,2022122222001484131427242613	,16716732664402594284130	,,
2022-12-22 09:35:08,餐饮美食,*利香,135******78,收钱码收款,不计收支,114.00,亲情卡,交易成功,2022122222001484131427240815	,16716729084402594284130	,,
2022-12-22 09:30:30,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,116.00,亲情卡,交易成功,2022122222001484131427208559	,16716726305402594284130	,,
2022-12-21 20:07:35,餐饮美食,饿了么,e50***@alibaba-inc.com,茶百道(河西步步高店)外卖订单,支出,14.90,中国建设银行信用卡(5859),交易成功,2022122122001184131425636798	,11200600722122175075763126254	,,
2022-12-19 20:40:42,餐饮美食,饿了么,e50***@alibaba-inc.com,古茗(河西王府井店)外卖订单,支出,28.80,中国建设银行信用卡(5859),交易成功,2022121922001184131415960080	,11200600722121919247689126254	,,
2022-12-19 10:11:27,餐饮美食,王姐粉面店,147******11,收钱码收款,不计收支,18.00,亲情卡,交易成功,2022121922001484131415061304	,16714158877402594284130	,,
2022-12-19 10:05:37,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,5.00,亲情卡,交易成功,2022121922001484131415938064	,662017092208872157190104022849000012212190201424	,,
2022-12-19 10:03:12,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,22.00,亲情卡,交易成功,2022121922001484131415724886	,522017092208872157190104022849000032212190205831	,,
2022-12-19 10:00:17,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,14.00,亲情卡,交易成功,2022121922001484131415153478	,16714152177402594284130	,,
2022-12-19 09:56:35,餐饮美食,蔬菜,135******68,收钱码收款,不计收支,8.00,亲情卡,交易成功,2022121922001484131415003224	,16714149954402594284130	,,
2022-12-19 09:53:41,餐饮美食,水产批发,153******31,收钱码收款,不计收支,27.00,亲情卡,交易成功,2022121922001484131415064930	,16714148211402594284130	,,
2022-12-19 09:44:36,餐饮美食,轩哥哥水果店,188******22,收钱码收款,不计收支,8.40,亲情卡,交易成功,2022121922001484131415151697	,16714142760402594284130	,,
2022-12-19 09:40:42,餐饮美食,中粮生鲜肉批零中心,189******58,收钱码收款,不计收支,47.00,亲情卡,交易成功,2022121922001484131415055596	,16714140420402594284130	,,
2022-12-19 09:38:43,餐饮美食,毛阿子黄牛肉批发零售,185******75,收钱码收款,不计收支,189.00,亲情卡,交易成功,2022121922001484131415119001	,16714139233402594284130	,,
2022-12-18 19:10:15,餐饮美食,饿了么,e50***@alibaba-inc.com,麦当劳麦乐送(长沙河西王府井店)外卖订单,支出,53.00,中国建设银行信用卡(5859),交易成功,2022121822001184131410330843	,11190600722121889038810126254	,,
2022-12-17 09:55:45,餐饮美食,纯香手工豆腐坊,186******42,收钱码收款,不计收支,3.00,亲情卡,交易成功,2022121722001484131405230856	,16712421455402594284130	,,
2022-12-17 09:52:56,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,22.00,亲情卡,交易成功,2022121722001484131405231990	,842017092208872157190104022849000012212170194234	,,
2022-12-17 09:51:03,餐饮美食,周彩丽青菜档,177******48,收钱码收款,不计收支,2.90,亲情卡,交易成功,2022121722001484131406614744	,16712418629402594284130	,,
2022-12-17 09:49:33,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,9.00,亲情卡,交易成功,2022121722001484131404172490	,16712417730402594284130	,,
2022-12-17 09:47:19,餐饮美食,*小平,130******27,收钱码收款,不计收支,3.40,亲情卡,交易成功,2022121722001484131407012522	,46712416390402594284130	,,
2022-12-17 09:44:54,教育培训,*馥琪,182******01,收钱码收款,不计收支,118.00,亲情卡,交易成功,2022121722001484131403612485	,16712414948402594284130	,,
2022-12-17 09:43:03,餐饮美食,胡鑫,151******32,收钱码收款,不计收支,10.40,亲情卡,交易成功,2022121722001484131407623276	,16712413832402594284130	,,
2022-12-17 09:35:39,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,17.80,亲情卡,交易成功,2022121722001484131406509951	,16712409398402594284130	,,
2022-12-15 19:22:12,日用百货,赶***呀,133******79,知乎盐选会员月卡直冲知乎会员1个月30天知乎vip直充秒到,支出,10.99,中国建设银行储蓄卡(7770),交易成功,2022121522001184131456967161	,T200P3096357948357969736	,,
2022-12-14 18:11:03,餐饮美食,大米先生(麓谷大道店),csd***@csc100.com,【买单】_麓谷大道店_124927_01120105_买单_无,支出,5.00,中国建设银行信用卡(5859),交易成功,2022121422001484131450986565	,T221214181102167101266227192552	,,
2022-12-13 18:09:45,餐饮美食,大米先生(麓谷大道店),csd***@csc100.com,【买单】_麓谷大道店_124927_01120105_买单_无,支出,2.10,中国建设银行信用卡(5859),交易成功,2022121322001484131449896253	,T221213180944167092618432903949	,,
2022-12-13 07:56:50,餐饮美食,酥食味面食坊,133******05,收钱码收款,不计收支,3.00,亲情卡,交易成功,2022121322001484131447805966	,16708894101402594284130	,,
2022-12-13 07:54:46,其他,饿了么,pin***@service.alibaba.com,饿了么超级吃货卡,支出,10.00,中国建设银行信用卡(5859),交易成功,2022121322001184131445393410	,11070600722121349463878126254	,,
2022-12-13 07:53:32,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,16.00,亲情卡,交易成功,2022121322001484131445397155	,162017092208872157190104022849000032212130203761	,,
2022-12-13 07:51:56,餐饮美食,锦尚生鲜市场蔬菜摊,136******08,收钱码收款,不计收支,6.00,亲情卡,交易成功,2022121322001484131447477300	,16708891160402594284130	,,
2022-12-13 07:49:38,餐饮美食,胡鑫,151******32,收钱码收款,不计收支,5.50,亲情卡,交易成功,2022121322001484131446968878	,16708889787402594284130	,,
2022-12-13 07:48:10,餐饮美食,*小平,130******27,收钱码收款,不计收支,9.90,亲情卡,交易成功,2022121322001484131447571317	,46708888903402594284130	,,
2022-12-13 07:47:02,餐饮美食,锦尚生鲜市场蔬菜摊,136******08,收钱码收款,不计收支,2.60,亲情卡,交易成功,2022121322001484131447714993	,16708888227402594284130	,,
2022-12-13 07:46:17,餐饮美食,黄利华,155******68,收钱码收款,不计收支,24.00,亲情卡,交易成功,2022121322001484131446968877	,16708887771402594284130	,,
2022-12-13 07:44:20,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,15.00,亲情卡,交易成功,2022121322001484131447716495	,16708886601402594284130	,,
2022-12-13 07:37:48,餐饮美食,毛阿子黄牛肉批发零售,185******75,收钱码收款,不计收支,103.00,亲情卡,交易成功,2022121322001484131447759122	,16708882681402594284130	,,
2022-12-13 07:34:41,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,127.00,亲情卡,交易成功,2022121322001484131447685850	,16708880814402594284130	,,
2022-12-11 16:24:40,餐饮美食,天**,tmc***@service.aliyun.com,Calbee/卡乐比进口冲饮富果乐原味水果700g*2燕麦片早餐两袋即食,支出,184.30,中国建设银行信用卡(5859),交易成功,2022121122001184131439130279	,T200P3085947180903969736	,,
2022-12-10 17:24:36,日用百货,拼多多平台商户,pdd***@yiran.com,退款-商户单号XP2022120710500375211669002359,不计收支,26.80,中国建设银行信用卡(5859),退款成功,2022120722001484131417152364_RM0022121017201030105083002359	,XP2022120710500375211669002359	,,
2022-12-09 08:38:53,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,16.00,亲情卡,交易成功,2022120922001484131428524772	,682017092208872157190104022849000052212090188069	,,
2022-12-09 08:36:20,餐饮美食,浅笑依然-影子,199******63,收钱码收款,不计收支,1.60,亲情卡,交易成功,2022120922001484131428186233	,16705461803402594284130	,,
2022-12-09 08:35:08,日用百货,琪菌类批发,131******11,收钱码收款,不计收支,11.50,亲情卡,交易成功,2022120922001484131428038503	,16705461085402594284130	,,
2022-12-09 08:32:22,餐饮美食,黄利华,155******68,收钱码收款,不计收支,24.00,亲情卡,交易成功,2022120922001484131428378681	,16705459421402594284130	,,
2022-12-09 08:31:03,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,13.00,亲情卡,交易成功,2022120922001484131428895216	,16705458633402594284130	,,
2022-12-09 08:29:34,餐饮美食,有机蔬菜,139******79,收钱码收款,不计收支,4.30,亲情卡,交易成功,2022120922001484131428121728	,16705457740402594284130	,,
2022-12-09 08:21:49,餐饮美食,长沙市岳麓区果然鲜水果店,/,长沙市岳麓区果然鲜水果店,支出,9.80,中国建设银行信用卡(5859),交易成功,2022120922001484131426142475	,191266000048490000421077793693187414425618	,,
2022-12-09 08:19:42,餐饮美食,*利香,135******78,收钱码收款,不计收支,61.00,亲情卡,交易成功,2022120922001484131426924467	,16705451779402594284130	,,
2022-12-09 08:18:02,餐饮美食,宁乡本地土猪肉,/,宁乡本地土猪肉(订单号202212093735050349),不计收支,57.00,亲情卡,交易成功,2022120922001484131428475358	,772016092601976292202212091130254501861	,,
2022-12-07 18:57:48,生活服务,盐城市玥曼文化传媒有限公司,ymn***@163.com,35cbe9b09c22a0fb8764e51f49b0a727,支出,89.29,中国建设银行信用卡(5859),交易成功,2022120722001484131418748930	,35cbe9b09c22a0fb8764e51f49b0a727	,,
2022-12-07 10:12:50,日用百货,拼多多平台商户,pdd***@yiran.com,商户单号XP2022120710500375211669002359,支出,26.80,中国建设银行信用卡(5859),交易关闭,2022120722001484131417152364	,XP2022120710500375211669002359	,,
2022-12-05 08:30:07,餐饮美食,酥食味面食坊,133******05,收钱码收款,不计收支,3.00,亲情卡,交易成功,2022120522001484131407404290	,16702002069402594284130	,,
2022-12-05 08:28:27,餐饮美食,田仔生蚝海鲜批发,186******88,收钱码收款,不计收支,60.00,亲情卡,交易成功,2022120522001484131410316137	,16702001076402594284130	,,
2022-12-05 08:23:29,餐饮美食,纯香手工豆腐坊,186******42,收钱码收款,不计收支,0.94,亲情卡&红包,交易成功,2022120522001484131409673849	,16701998090402594284130	,,
2022-12-05 08:21:03,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,支出,12.00,中国建设银行信用卡(5859),交易成功,2022120522001484131410313943	,012017092208872157190104022849000012212050194230	,,
2022-12-05 08:19:18,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,13.80,亲情卡,交易成功,2022120522001484131409033020	,16701995587402594284130	,,
2022-12-05 08:16:15,餐饮美食,徐记菜铺,150******48,收钱码收款,不计收支,7.00,亲情卡,交易成功,2022120522001484131409026660	,16701993754402594284130	,,
2022-12-05 08:15:15,餐饮美食,胡鑫,151******32,收钱码收款,不计收支,9.80,亲情卡,交易成功,2022120522001484131409030673	,16701993154402594284130	,,
2022-12-05 08:14:02,餐饮美食,成枚蔬菜,137******69,收钱码收款,不计收支,8.30,亲情卡,交易成功,2022120522001484131407170956	,16701992419402594284130	,,
2022-12-05 08:12:04,餐饮美食,黄利华,155******68,收钱码收款,不计收支,45.00,亲情卡,交易成功,2022120522001484131409016674	,16701991244402594284130	,,
2022-12-05 08:05:53,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,92.00,亲情卡,交易成功,2022120522001484131406942654	,16701987533402594284130	,,
2022-12-04 19:33:59,医疗健康,蒲公**店,pgy***@163.com,海氏海诺医用外科灭菌口罩一次性医疗医防护三层透气医科外用独立,支出,45.50,中国建设银行信用卡(5859),交易成功,2022120422001184131408832161	,T200P3069795888027969736	,,
2022-12-02 08:45:57,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,11.00,亲情卡,交易成功,2022120222001484131457624346	,362017092208872157190104022849000012212020184866	,,
2022-12-02 08:45:18,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,13.00,亲情卡,交易成功,2022120222001484131456457416	,16699419158402594284130	,,
2022-12-02 08:42:12,餐饮美食,黄利华,155******68,收钱码收款,不计收支,22.00,亲情卡,交易成功,2022120222001484131457562755	,16699417304402594284130	,,
2022-12-02 08:36:27,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,172.00,亲情卡,交易成功,2022120222001484131456454830	,16699413852402594284130	,,
2022-12-02 08:29:37,餐饮美食,毛阿子黄牛肉批发零售,185******75,收钱码收款,不计收支,158.00,亲情卡,交易成功,2022120222001484131455636677	,16699409752402594284130	,,
2022-12-01 18:11:15,充值缴费,中国移动官方旗舰店,cmf***@163.com,手机充值,支出,100.00,中国建设银行信用卡(5859),交易成功,2022120122001184131452298109	,T100P3063811969943969736	,,
2022-11-29 18:00:34,餐饮美食,大米先生(麓谷大道店),csd***@csc100.com,【买单】_麓谷大道店_124927_01120105_买单_无,支出,3.80,中国建设银行信用卡(5859),交易成功,2022112922001484131446274605	,T221129180034166971603493369133	,,
2022-11-29 09:23:22,餐饮美食,马里奥饼店(麓谷店),138******68,条码支付,支出,7.00,中国建设银行信用卡(5859),交易成功,2022112922001484131445471908	,202211290924581023	,,
2022-11-28 18:13:46,餐饮美食,大米先生(麓谷大道店),csd***@csc100.com,【买单】_麓谷大道店_124927_01120105_买单_无,支出,3.20,中国建设银行信用卡(5859),交易成功,2022112822001484131442038906	,T221128181346166963042638224290	,,
2022-11-28 12:06:11,餐饮美食,莫先生岳麓区谷园路店,/,莫先生长沙加州阳光店-扫码付-YY16084-1-221128-0095,支出,18.00,中国建设银行信用卡(5859),交易成功,2022112822001484131442393769	,20126600004929000005092903182560517855376751720451	,,
2022-11-28 09:20:33,餐饮美食,马里奥饼店(麓谷店),138******68,条码支付,支出,9.00,中国建设银行信用卡(5859),交易成功,2022112822001484131442897497	,202211280920301023	,,
2022-11-28 08:27:25,餐饮美食,酥食味面食坊,133******05,收钱码收款,不计收支,3.00,亲情卡,交易成功,2022112822001484131442391119	,16695952457402594284130	,,
2022-11-28 08:23:51,餐饮美食,*利香,135******78,收钱码收款,不计收支,27.50,亲情卡,交易成功,2022112822001484131442716265	,16695950318402594284130	,,
2022-11-28 08:18:25,餐饮美食,长沙市岳麓区叶慧琴菜店,/,长沙市岳麓区叶慧琴菜店,不计收支,7.00,亲情卡,交易成功,2022112822001484131442399790	,322017092208872157190104022849000052211280179900	,,
2022-11-28 08:17:58,餐饮美食,锦尚生鲜市场蔬菜摊,136******08,收钱码收款,不计收支,5.00,亲情卡,交易成功,2022112822001484131441162087	,16695946784402594284130	,,
2022-11-28 08:16:21,日用百货,琪菌类批发,131******11,收钱码收款,不计收支,15.00,亲情卡,交易成功,2022112822001484131442665570	,16695945813402594284130	,,
2022-11-28 08:13:22,餐饮美食,黄利华,155******68,收钱码收款,不计收支,39.00,亲情卡,交易成功,2022112822001484131441478993	,16695944021402594284130	,,
2022-11-28 08:12:10,餐饮美食,蔬菜摊,150******60,收钱码收款,不计收支,14.00,亲情卡,交易成功,2022112822001484131442038730	,16695943303402594284130	,,
2022-11-28 08:06:17,餐饮美食,毛阿子黄牛肉批发零售,185******75,收钱码收款,不计收支,110.00,亲情卡,交易成功,2022112822001484131442769354	,16695939771402594284130	,,
2022-11-28 08:04:34,餐饮美食,鲜肉店,176******58,收钱码收款,不计收支,91.00,亲情卡,交易成功,2022112822001484131441516524	,16695938738402594284130	,,
2022-11-26 10:37:44,餐饮美食,王姐粉面店,147******11,收钱码收款,不计收支,10.00,亲情卡,交易成功,2022112622001484131434132003	,46694302643402594284130	,,
2022-11-26 10:31:56,餐饮美食,酥食味面食坊,133******05,收钱码收款,不计收支,2.00,亲情卡,交易成功,2022112622001484131435627348	,16694299164402594284130	,,
2022-11-26 10:28:17,餐饮美食,纯香手工豆腐坊,186******42,收钱码收款,不计收支,4.00,亲情卡,交易成功,2022112622001484131434346057	,16694296972402594284130	,,
